customerID,Cluster_Tenure,SegmentName_Tenure
2272-UOINI,1,Very New
8232-UTFOZ,2,Long-term
3750-YHRYO,1,Very New
6637-KYRCV,1,Very New
5668-MEISB,2,Long-term
0129-QMPDR,0,Established
7188-CBBBA,2,Long-term
5356-CSVSQ,1,Very New
3221-CJMSG,3,New
4720-VSTSI,0,Established
3219-JQRSL,2,Long-term
2801-NISEI,3,New
3946-MHCZW,1,Very New
4623-ZKHLY,3,New
6732-VAILE,2,Long-term
8201-AAXCB,3,New
7696-CFTAT,0,Established
1845-CSBRZ,3,New
2123-VSCOT,2,Long-term
6651-AZVTJ,0,Established
4566-GOLUK,0,Established
2484-DGXPZ,3,New
2018-QKYGT,1,Very New
2792-VPPET,1,Very New
7409-JURKQ,0,Established
3247-MHJKM,1,Very New
1964-SVLEA,3,New
4587-NUKOX,1,Very New
7297-DVYGA,0,Established
2239-CGBUZ,0,Established
0854-UYHZD,1,Very New
7243-LCGGZ,1,Very New
8267-KFGYD,1,Very New
4890-VMUAV,2,Long-term
9261-WDCAF,1,Very New
3764-MNMOI,0,Established
7442-YGZFK,1,Very New
0420-BWTPW,1,Very New
8229-BUJHX,2,Long-term
7449-HVPIV,0,Established
5504-WSIUR,2,Long-term
8183-ONMXC,1,Very New
8466-PZBLH,2,Long-term
9614-RMGHA,2,Long-term
8735-IJJEG,1,Very New
0564-MUUQK,3,New
5054-IEXZT,1,Very New
5834-ASPWA,1,Very New
0701-RFGFI,0,Established
0019-EFAEP,2,Long-term
5619-PTMIK,0,Established
3737-XBQDD,3,New
5882-CMAZQ,1,Very New
5846-QFDFI,3,New
4445-KWOKW,0,Established
3511-APPBJ,3,New
7967-HYCDE,1,Very New
2430-RRYUW,2,Long-term
3948-XHGNA,3,New
3723-BFBGR,3,New
0565-IYCGT,2,Long-term
5447-WZAFP,0,Established
5110-CHOPY,2,Long-term
5445-UTODQ,1,Very New
4425-OWHWB,3,New
7892-QVYKW,3,New
9675-ICXCT,2,Long-term
1024-VRZHF,1,Very New
4703-MQYKT,3,New
9497-QCMMS,1,Very New
5692-ICXLW,3,New
0602-DDUML,2,Long-term
2208-MPXIO,0,Established
1960-UYCNN,1,Very New
0348-SDKOL,2,Long-term
3190-FZATL,1,Very New
7336-RLLRH,3,New
4373-MAVJG,1,Very New
8901-HJXTF,1,Very New
7710-JSYOA,2,Long-term
5419-KLXBN,3,New
3424-NMNBO,2,Long-term
9885-MFVSU,3,New
4514-GFCFI,3,New
0607-MVMGC,0,Established
3365-SAIGS,3,New
9828-AOQLM,1,Very New
8022-BECSI,3,New
8000-REIQB,1,Very New
9993-LHIEB,2,Long-term
0266-CLZKZ,2,Long-term
7615-ESMYF,1,Very New
3858-VOBET,3,New
7020-OZKXZ,1,Very New
3977-QCRSL,1,Very New
0017-DINOC,0,Established
1447-PJGGA,2,Long-term
8565-CLBZW,3,New
9139-WQQDY,0,Established
0224-HJAPT,1,Very New
8086-OVPWV,1,Very New
9430-FRQOC,1,Very New
7639-OPLNG,2,Long-term
3074-GQWYX,1,Very New
1492-QGCLU,0,Established
6845-RGTYS,0,Established
7328-OWMOM,3,New
4418-LZMSV,1,Very New
5155-AZQPB,3,New
8861-HGGKB,1,Very New
1087-GRUYI,0,Established
7065-YUNRY,1,Very New
7694-VLBWQ,2,Long-term
2546-KZAAT,0,Established
0181-RITDD,2,Long-term
5989-PGKJB,3,New
4795-KTRTH,1,Very New
8272-ONJLV,1,Very New
1488-PBLJN,2,Long-term
0308-GIQJT,2,Long-term
3778-FOAQW,3,New
4452-ROHMO,1,Very New
6481-OGDOO,2,Long-term
3090-LETTY,1,Very New
5349-AZPEW,1,Very New
3753-TSEMP,1,Very New
8305-VHZBZ,1,Very New
9720-JJJOR,0,Established
8100-HZZLJ,0,Established
8775-ERLNB,1,Very New
8309-IEYJD,1,Very New
9172-JITSM,3,New
6298-QDFNH,3,New
7398-HPYZQ,2,Long-term
3546-GHEAE,1,Very New
7361-YPXFS,3,New
6557-BZXLQ,3,New
2550-QHZGP,1,Very New
7519-JTWQH,2,Long-term
2538-OIMXF,1,Very New
8543-MSDMF,1,Very New
9961-JBNMK,3,New
1170-SASML,2,Long-term
4872-JCVCA,2,Long-term
5346-BZCHP,2,Long-term
2038-LLMLM,0,Established
6173-ITPWD,0,Established
9734-UYXQI,1,Very New
1216-BGTSP,0,Established
4138-NAXED,0,Established
2189-UXTKY,3,New
0744-BIKKF,2,Long-term
7483-IQWIB,0,Established
5248-KWLAR,2,Long-term
4958-GZWIY,1,Very New
7996-MHXLW,2,Long-term
7833-PKIHD,0,Established
7061-OVMIM,3,New
5153-RTHKF,3,New
1852-QSWCD,2,Long-term
4832-VRBMR,2,Long-term
9079-LWTFD,0,Established
6356-ELRKD,1,Very New
8624-GIOUT,0,Established
3392-EHMNK,2,Long-term
5986-WWXDV,0,Established
3061-BCKYI,1,Very New
6179-GJPSO,0,Established
7901-TBKJX,0,Established
7228-PAQPD,1,Very New
3177-LASXD,1,Very New
7746-QYVCO,3,New
5804-HYIEZ,2,Long-term
9919-FZDED,2,Long-term
5934-TSSAU,3,New
3486-KHMLI,3,New
4897-QSUYC,1,Very New
1084-UQCHV,1,Very New
8290-YWKHZ,3,New
2955-BJZHG,3,New
3806-DXQOM,1,Very New
6784-XYJAE,3,New
3933-DQPWX,0,Established
6661-EIPZC,0,Established
8957-THMOA,0,Established
2251-PYLPB,2,Long-term
5555-RNPGT,1,Very New
1057-FOGLZ,3,New
9300-RENDD,1,Very New
0761-AETCS,1,Very New
8087-LGYHQ,1,Very New
4137-BTIKL,1,Very New
2190-BCXEC,0,Established
6227-FBDXH,2,Long-term
2153-MREFK,0,Established
2911-WDXMV,3,New
7206-PQBBZ,1,Very New
3106-ULWFW,1,Very New
0925-VYDLG,1,Very New
4547-FZJWE,0,Established
7422-WNBTY,3,New
0842-IWYCP,0,Established
3521-HTQTV,3,New
3744-ZBHON,1,Very New
3373-DIUUN,3,New
8383-SGHJU,3,New
7607-QKKTJ,0,Established
7707-PYBBH,0,Established
8984-HPEMB,2,Long-term
4349-GFQHK,1,Very New
4139-DETXS,2,Long-term
9779-DPNEJ,3,New
9805-FILKB,0,Established
5793-YOLJN,0,Established
0673-IGUQO,1,Very New
4123-FCVCB,1,Very New
8819-IMISP,3,New
7802-EFKNY,1,Very New
8311-UEUAB,2,Long-term
5858-EAFCZ,1,Very New
8035-BUYVG,0,Established
1163-ONYEY,0,Established
9787-XVQIU,1,Very New
8945-MUQUF,0,Established
5656-MJEFC,0,Established
6082-OQFBA,3,New
8051-HJRLT,1,Very New
8974-OVACP,1,Very New
4010-YLMVT,0,Established
1379-FRVEB,1,Very New
8612-GXIDD,1,Very New
6288-CHQJB,0,Established
8160-HOWOX,1,Very New
3023-GFLBR,3,New
6648-INWPS,3,New
4223-BKEOR,3,New
4079-VTGLK,3,New
1763-WQFUK,1,Very New
1391-UBDAR,1,Very New
8894-JVDCV,2,Long-term
2023-VQFDL,3,New
1345-GKDZZ,1,Very New
2014-MKGMH,0,Established
5628-FCGYG,3,New
2560-WBWXF,2,Long-term
0248-IPDFW,1,Very New
7978-DKUQH,3,New
4335-UPJSI,3,New
0524-IAVZO,3,New
2737-YNGYW,1,Very New
1784-EZDKJ,0,Established
9297-FVVDH,2,Long-term
8007-YYPWD,1,Very New
7101-HRBLJ,2,Long-term
5159-YFPKQ,1,Very New
6635-CPNUN,3,New
4021-RQSNY,3,New
5453-YBTWV,2,Long-term
5039-LZRQT,1,Very New
2931-VUVJN,2,Long-term
9061-TIHDA,1,Very New
8699-ASUFO,1,Very New
6418-PIQSP,2,Long-term
8220-OCUFY,3,New
3995-WFCSM,1,Very New
1895-QTKDO,1,Very New
2038-OEQZH,1,Very New
1178-PZGAB,3,New
7927-AUXBZ,3,New
2626-VEEWG,2,Long-term
2878-RMWXY,2,Long-term
1657-DYMBM,0,Established
7311-MQJCH,1,Very New
7375-WMVMT,2,Long-term
1136-XGEQU,0,Established
2530-FMFXO,0,Established
6844-DZKRF,1,Very New
4695-WJZUE,1,Very New
7619-ODSGN,3,New
5970-GHJAW,0,Established
8879-XUAHX,2,Long-term
3689-MOZGR,3,New
4195-PNGZS,2,Long-term
5003-XZWWO,2,Long-term
3988-RQIXO,1,Very New
7622-FWGEW,0,Established
6922-NCEDI,0,Established
2514-GINMM,1,Very New
9891-NQDBD,3,New
6131-IUNXN,3,New
8548-AWOFC,2,Long-term
9798-DRYDS,3,New
8532-UEFWH,0,Established
6296-DDOOR,3,New
7951-VRDVK,3,New
5931-FLJJF,1,Very New
4815-YOSUK,2,Long-term
2659-VXMWZ,2,Long-term
0380-NEAVX,3,New
3207-OYBWH,2,Long-term
4285-GYRQC,1,Very New
7216-EWTRS,1,Very New
4365-MSDYN,1,Very New
7036-TYDEC,2,Long-term
5802-ADBRC,0,Established
8076-FEZKJ,1,Very New
5197-YPYBZ,1,Very New
8337-MSSXB,1,Very New
4312-GVYNH,2,Long-term
8495-LJDFO,2,Long-term
0839-JTCUD,2,Long-term
5494-WOZRZ,2,Long-term
1302-UHBDD,3,New
2234-EOFPT,2,Long-term
8619-IJNDK,2,Long-term
8378-LKJAF,0,Established
8182-BJDSI,3,New
2528-HFYZX,3,New
1153-GNOLC,3,New
3298-QEICA,3,New
0788-DXBFY,2,Long-term
3597-YASZG,2,Long-term
3496-LFSZU,1,Very New
5242-UOWHD,0,Established
2482-CZGBB,1,Very New
6479-SZPLM,3,New
8097-VBQTZ,0,Established
4500-HKANN,3,New
9917-KWRBE,0,Established
3420-ZDBMA,1,Very New
2212-LYASK,3,New
1393-IMKZG,1,Very New
8069-RHUXK,2,Long-term
3398-GCPMU,2,Long-term
2908-WGAXL,0,Established
3378-AJRAO,0,Established
1013-QCWAM,2,Long-term
0866-QLSIR,3,New
6050-FFXES,2,Long-term
7181-BQYBV,1,Very New
0362-RAOQO,0,Established
9554-DFKIC,3,New
5527-ACHSO,1,Very New
0829-DDVLK,1,Very New
1399-UBQIU,1,Very New
1813-JLKWR,2,Long-term
0336-PIKEI,2,Long-term
7322-OCWHC,2,Long-term
9537-VHDTA,1,Very New
4957-TIALW,1,Very New
2054-PJOCK,2,Long-term
9150-HEPMB,0,Established
9030-QGZNL,1,Very New
6204-IEUXJ,1,Very New
3126-WQMGH,0,Established
4529-CKBCL,1,Very New
2506-CLAKW,1,Very New
7176-WRTNX,2,Long-term
1583-IHQZE,1,Very New
5732-IKGQH,0,Established
9239-GZHZE,2,Long-term
7205-BAIAD,0,Established
0151-ONTOV,1,Very New
4140-MUHUG,1,Very New
0093-EXYQL,0,Established
8064-RAVOH,1,Very New
0219-QAERP,3,New
0320-JDNQG,3,New
7180-PISOG,1,Very New
9168-INPSZ,0,Established
3571-RFHAR,2,Long-term
0015-UOCOJ,1,Very New
5334-AFQJB,2,Long-term
2754-SDJRD,1,Very New
9578-VRMNM,3,New
1587-FKLZB,2,Long-term
6140-QNRQQ,1,Very New
8963-JLGJT,1,Very New
4307-KTUMW,0,Established
1465-LNTLJ,1,Very New
5440-FLBQG,2,Long-term
2135-DQWAQ,1,Very New
4056-QHXHZ,2,Long-term
7470-MCQTK,1,Very New
7488-MXJIV,1,Very New
7401-JIXNM,0,Established
9339-FIIJL,2,Long-term
2027-FECZV,1,Very New
2672-DZUOY,1,Very New
4706-DGAHW,1,Very New
3870-MQAMG,0,Established
6670-MFRPK,2,Long-term
6177-PEVRA,0,Established
4800-CZMPC,0,Established
4813-HQMGZ,1,Very New
7579-KKLOE,2,Long-term
7377-DMMRI,1,Very New
8402-EIVQS,2,Long-term
4947-DSMXK,3,New
7245-NIIWQ,1,Very New
0002-ORFBO,1,Very New
3324-OIRTO,2,Long-term
5414-OFQCB,2,Long-term
4967-WPNCF,2,Long-term
8552-OBVRU,0,Established
8499-BRXTD,3,New
9154-QDGTH,0,Established
8197-BFWVU,2,Long-term
2577-GVSIL,3,New
9367-OIUXP,1,Very New
6770-UAYGJ,0,Established
6463-HHXJR,2,Long-term
7928-VJYAB,1,Very New
1187-WILMM,2,Long-term
9776-OJUZI,2,Long-term
1306-RPWXZ,0,Established
8949-JTMAY,3,New
2774-LVQUS,1,Very New
3097-PYWXL,1,Very New
2266-SJNAT,2,Long-term
0869-PAPRP,3,New
4238-JSSWH,3,New
2972-YDYUW,2,Long-term
1104-FEJAM,3,New
2809-ILCYT,3,New
5499-ECUTN,0,Established
4981-FLTMF,2,Long-term
9121-PHQSR,3,New
3113-IWHLC,1,Very New
3211-ILJTT,3,New
4612-THJBS,0,Established
4277-BWBML,2,Long-term
4094-NSEDU,3,New
0234-TEVTT,0,Established
4304-TSPVK,2,Long-term
1552-AAGRX,3,New
2637-FKFSY,1,Very New
9796-MVYXX,1,Very New
7874-ECPQJ,1,Very New
0020-INWCK,2,Long-term
7089-RKVSZ,1,Very New
2683-JXWQQ,2,Long-term
9548-ZMVTX,2,Long-term
8739-XNIKG,1,Very New
9755-JHNMN,0,Established
3981-QSVQI,1,Very New
2789-HQBOU,1,Very New
9424-CMPOG,1,Very New
5067-WJEUN,2,Long-term
3450-WXOAT,0,Established
9251-WNSOD,2,Long-term
6974-DAFLI,0,Established
2616-UUTFK,3,New
7064-JHXCE,2,Long-term
5103-MHMHY,1,Very New
7989-AWGEH,0,Established
4373-VVHQL,1,Very New
4559-UWIHT,1,Very New
7268-IGMFD,3,New
1846-XWOQN,1,Very New
0235-KGSLC,1,Very New
6650-BWFRT,2,Long-term
9570-KYEUA,2,Long-term
6993-YGFJV,2,Long-term
2712-SYWAY,1,Very New
0730-BGQGF,2,Long-term
5498-IBWPI,2,Long-term
9101-NTIXF,1,Very New
0013-SMEOE,2,Long-term
9314-QDMDW,1,Very New
9308-ANMVE,0,Established
2884-GBPFB,3,New
3757-NJYBX,3,New
3413-DHLPB,2,Long-term
7649-PHJVR,1,Very New
6114-TCFID,3,New
3787-TRIAL,3,New
2573-GYRUU,0,Established
5156-UMKOW,1,Very New
1247-QBVSH,0,Established
6734-GMPVK,1,Very New
9822-OAOVB,1,Very New
6161-ERDGD,2,Long-term
1226-JZNKR,1,Very New
7318-EIVKO,1,Very New
3771-PZOBW,3,New
5136-KCKGI,3,New
8231-BSWXX,2,Long-term
6486-LHTMA,3,New
4083-BFNYK,0,Established
3722-WPXTK,1,Very New
7389-KBFIT,1,Very New
7176-WIONM,1,Very New
5141-ZUVBH,1,Very New
1089-HDMKP,1,Very New
7623-HKYRK,1,Very New
0310-SUCIN,2,Long-term
5197-PYEPU,0,Established
2929-ERCFZ,1,Very New
7548-SEPYI,1,Very New
8835-VSDSE,1,Very New
6619-RPLQZ,0,Established
3275-RHRNE,3,New
3503-TYDAY,0,Established
6901-GOGZG,2,Long-term
1623-NLDOT,0,Established
7021-XSNYE,1,Very New
9621-OUPYD,3,New
9898-KZQDZ,0,Established
8982-NHAVY,3,New
4307-KWMXE,1,Very New
0141-YEAYS,3,New
2450-ZKEED,1,Very New
3694-DELSO,1,Very New
3893-JRNFS,2,Long-term
9603-OAIHC,1,Very New
1133-KXCGE,3,New
5236-PERKL,2,Long-term
0142-GVYSN,3,New
1049-FYSYG,3,New
7854-FOKSF,1,Very New
2519-FAKOD,0,Established
8406-LNMHF,2,Long-term
1821-BUCWY,3,New
8263-JQAIK,1,Very New
0023-UYUPN,0,Established
8314-DPQHL,1,Very New
1465-WCZVT,1,Very New
9481-SFCQY,1,Very New
6360-SVNWV,3,New
0567-GGCAC,1,Very New
7089-IVVAZ,1,Very New
8884-MRNSU,3,New
2171-UDMFD,3,New
9050-IKDZA,1,Very New
2205-YMZZJ,1,Very New
9802-CAQUT,2,Long-term
1254-IZEYF,3,New
0187-WZNAB,3,New
9492-TOKRI,3,New
1475-VWVDO,1,Very New
9221-OTIVJ,1,Very New
1357-MVDOZ,1,Very New
7602-MVRMB,2,Long-term
3325-FUYCG,3,New
5908-QMGOE,1,Very New
1197-BVMVG,1,Very New
5406-KGRMX,2,Long-term
8481-YYXWG,1,Very New
5968-HYJRZ,0,Established
5198-EFNBM,2,Long-term
7516-GMHUV,0,Established
7140-ADSMJ,1,Very New
2230-XTUWL,0,Established
7706-YLMQA,2,Long-term
2585-KTFRE,1,Very New
7994-UYIVZ,1,Very New
2609-IAICY,1,Very New
1740-CSDJP,1,Very New
7717-BICXI,2,Long-term
6559-RAKOZ,0,Established
2636-OHFMN,1,Very New
4716-MRVEN,3,New
2143-LJULT,2,Long-term
1323-OOEPC,0,Established
3200-MNQTF,2,Long-term
6164-HXUGH,1,Very New
5630-IXDXV,0,Established
0320-DWVTU,0,Established
9135-MGVPY,2,Long-term
1212-GLHMD,1,Very New
7878-JGDKK,1,Very New
1088-AUUZZ,0,Established
0397-GZBBC,2,Long-term
6614-YWYSC,2,Long-term
9588-OZDMQ,1,Very New
7641-EUYET,0,Established
6476-EPYZR,1,Very New
9921-ZVRHG,1,Very New
1174-FGIFN,3,New
6620-HVDUJ,3,New
4701-MLJPN,3,New
1032-MAELW,2,Long-term
7641-TQFHN,0,Established
1552-TKMXS,0,Established
9206-GVPEQ,1,Very New
8622-ZLFKO,1,Very New
1596-BBVTG,3,New
6188-UXBBR,0,Established
2333-KWEWW,3,New
5702-SKUOB,1,Very New
1134-YWTYF,3,New
6061-GWWAV,0,Established
0679-TDGAK,0,Established
6585-WCEWR,2,Long-term
9067-YGSCA,2,Long-term
9067-SQTNS,0,Established
8433-WXGNA,1,Very New
1776-SPBWV,3,New
8735-SDUFN,2,Long-term
9668-PUGNU,2,Long-term
9405-GPBBG,2,Long-term
1926-QUZNN,2,Long-term
3707-GNWHM,1,Very New
7016-NVRIC,3,New
5829-NVSQN,3,New
9565-AXSMR,0,Established
8922-LIEGH,3,New
8869-LIHMK,2,Long-term
8245-UMPYT,3,New
5186-SAMNZ,1,Very New
0447-RXSGD,3,New
4927-WWOOZ,1,Very New
5788-YPOEG,3,New
5373-SFODM,3,New
0661-KBKPA,0,Established
9081-WWXKP,0,Established
0784-ZQJZX,2,Long-term
3133-PZNSR,2,Long-term
5766-ZJYBB,1,Very New
8931-GJJIQ,1,Very New
4277-PVRAN,1,Very New
0022-TCJCI,0,Established
0722-SVSFK,1,Very New
3612-YVGSJ,2,Long-term
9825-YCXWZ,0,Established
5397-NSKQG,2,Long-term
8565-HBFNN,2,Long-term
2000-DHJUY,2,Long-term
0203-HHYIJ,3,New
8670-ERCJH,2,Long-term
7758-UJWYS,3,New
2050-ONYDQ,2,Long-term
7055-JCGNI,2,Long-term
0739-UUAJR,2,Long-term
4826-DXMUP,3,New
0952-KMEEH,1,Very New
7285-KLOTR,1,Very New
0654-PQKDW,2,Long-term
7175-NTIXE,3,New
7963-SHNDT,0,Established
9796-BPKIW,1,Very New
0188-GWFLE,1,Very New
8129-GMVGI,0,Established
2882-DDZPG,1,Very New
3547-LQRIK,0,Established
9137-NOQKA,1,Very New
5843-TTHGI,3,New
1849-RJYIG,1,Very New
8868-GAGIO,0,Established
4061-UKJWL,1,Very New
5380-XPJNZ,0,Established
8263-QMNTJ,2,Long-term
8178-EYZUO,0,Established
3230-JCNZS,2,Long-term
0277-ORXQS,2,Long-term
5130-IEKQT,3,New
3230-WYKIR,3,New
7996-BPXHY,1,Very New
3227-WLKLI,2,Long-term
0407-BDJKB,2,Long-term
2266-FUBDZ,1,Very New
8237-ULIXL,2,Long-term
9600-UDOPK,3,New
8216-AZUUZ,0,Established
9153-BTBVV,2,Long-term
4074-SJFFA,1,Very New
3269-ATYWD,0,Established
5186-PEIZU,3,New
1074-AMIOH,0,Established
4910-GMJOT,1,Very New
0354-WYROK,3,New
4361-FEBGN,0,Established
7748-UMTRK,3,New
0380-ZCSBI,1,Very New
7145-FEJWU,1,Very New
6463-MVYRY,2,Long-term
3969-JQABI,2,Long-term
9624-EGDEQ,0,Established
1051-EQPZR,0,Established
5849-ASHZJ,3,New
5780-INQIK,1,Very New
7576-OYWBN,1,Very New
4526-ZJJTM,3,New
8384-FZBJK,2,Long-term
3750-RNQKR,1,Very New
0962-CQPWQ,2,Long-term
3096-YXENJ,2,Long-term
1265-BCFEO,2,Long-term
5837-LXSDN,3,New
5945-AZYHT,2,Long-term
8325-QRPZR,1,Very New
6384-VMJHP,2,Long-term
2262-SLNVK,1,Very New
7730-CLDSV,2,Long-term
1135-HIORI,2,Long-term
0164-APGRB,2,Long-term
6481-ESCNL,3,New
1790-NESIO,1,Very New
1550-EENBN,3,New
5539-TMZLF,1,Very New
4323-SADQS,1,Very New
4446-BZKHU,2,Long-term
5202-IVJNU,0,Established
5976-JCJRH,1,Very New
8198-RKSZG,1,Very New
0137-OCGAB,1,Very New
3351-NQLDI,2,Long-term
9297-EONCV,2,Long-term
7593-JNWRU,1,Very New
4588-YBNIB,1,Very New
1069-QJOEE,3,New
3336-JORSO,3,New
7799-DSEWS,3,New
8766-PAFNE,2,Long-term
5315-CKEQK,3,New
3130-ICDUP,1,Very New
0820-FNRNX,3,New
0880-FVFWF,0,Established
4611-ANLQC,2,Long-term
4213-HKBJO,3,New
2792-LSHWX,1,Very New
5028-GZLDO,1,Very New
0014-BMAQU,2,Long-term
6861-XWTWQ,1,Very New
9018-PCIOK,0,Established
4837-QUSFT,2,Long-term
6877-TJMBR,1,Very New
9953-ZMKSM,2,Long-term
0907-HQNTS,2,Long-term
7665-NKLAV,3,New
6769-DCQLI,0,Established
2433-KMEAS,3,New
4391-LNRXK,3,New
8250-ZNGGW,1,Very New
2195-ZRVAX,0,Established
3550-SAHFP,3,New
2011-TRQYE,3,New
8562-GHPPI,1,Very New
5893-PYOLZ,0,Established
4986-MXSFP,1,Very New
6131-FOYAS,3,New
3027-YNWZU,2,Long-term
5609-IMCGG,1,Very New
4873-ILOLJ,3,New
4727-MCYZG,1,Very New
9481-WHGWY,2,Long-term
2725-KXXWT,1,Very New
9565-DJPIB,1,Very New
4328-VUFWD,0,Established
3301-LSLWQ,3,New
7473-ZBDSN,1,Very New
3166-PNEOF,2,Long-term
5639-NTUPK,1,Very New
8780-YRMTT,2,Long-term
8348-HFYIV,1,Very New
5140-FOMCQ,2,Long-term
6242-SGYTS,2,Long-term
8166-ORCHU,3,New
8414-OOEEL,2,Long-term
8454-AATJP,2,Long-term
6849-WLEYG,1,Very New
4659-NZRUF,3,New
4531-AUZNK,0,Established
4191-XOVOM,2,Long-term
2150-OEGBV,3,New
8429-XIBUM,3,New
1855-CFULU,1,Very New
4878-BUNFV,0,Established
1872-EBWSC,3,New
2608-BHKFN,1,Very New
7026-YMSBE,3,New
7341-LXCAF,1,Very New
6997-UVGOX,2,Long-term
9674-EHPPG,0,Established
9462-MJUAW,1,Very New
8128-YVJRG,1,Very New
5440-VHLUL,2,Long-term
5781-BKHOP,2,Long-term
4283-FUTGF,3,New
5213-TWWJU,3,New
1569-TTNYJ,1,Very New
8628-MFKAX,2,Long-term
2397-BRLOM,1,Very New
7629-WIXZF,1,Very New
5445-GLVOT,3,New
3976-HXHCE,2,Long-term
2466-NEJOJ,1,Very New
0254-KCJGT,0,Established
5472-CVMDX,2,Long-term
6461-SZMCV,2,Long-term
8150-QUDFX,1,Very New
9508-ILZDG,3,New
2346-DJQTB,3,New
1697-LYYYX,2,Long-term
1942-OQFRW,1,Very New
4749-VFKVB,1,Very New
9640-ZSLDC,0,Established
4231-LZUYM,2,Long-term
7598-UAASY,1,Very New
7938-OUHIO,1,Very New
8510-AWCXC,1,Very New
6128-AQBMT,0,Established
3594-BDSOA,3,New
0431-APWVY,3,New
5133-VRSAB,1,Very New
5996-DAOQL,1,Very New
6838-YAUVY,0,Established
0484-JPBRU,0,Established
7883-ROJOC,3,New
0244-LGNFY,2,Long-term
7274-CGTOD,2,Long-term
4295-YURET,0,Established
3426-NIYYL,1,Very New
8225-BTJAU,1,Very New
4635-EJYPD,3,New
1866-ZSLJM,3,New
4636-TVXVG,2,Long-term
4236-UJPWO,1,Very New
9392-XBGTD,3,New
3387-VATUS,1,Very New
6402-SSEJG,3,New
1143-NMNQJ,1,Very New
1169-SAOCL,0,Established
1110-KYLGQ,2,Long-term
9929-PLVPA,1,Very New
3518-PZXZQ,1,Very New
2371-JUNGC,1,Very New
7693-QPEFS,0,Established
0924-BJCRC,2,Long-term
5074-FBGHB,2,Long-term
2351-BKRZW,0,Established
4455-BFSPD,2,Long-term
0415-MOSGF,1,Very New
1724-BQUHA,1,Very New
3948-KXDUF,2,Long-term
2323-ARSVR,2,Long-term
0815-MFZGM,0,Established
4826-XTSOH,1,Very New
5480-XTFFL,3,New
8295-FHIVV,1,Very New
2495-INZWQ,1,Very New
9086-YJYXS,3,New
1179-INLAT,1,Very New
7909-FIOIY,3,New
4139-SUGLD,3,New
6857-VWJDT,1,Very New
6351-SCJKT,1,Very New
5468-BPMMO,0,Established
5624-BQSSA,1,Very New
0197-PNKNK,2,Long-term
2439-QKJUL,1,Very New
1194-SPVSP,1,Very New
9534-NSXEM,3,New
2408-WITXK,1,Very New
8929-KSWIH,3,New
2250-IVBWA,2,Long-term
1810-MVMAI,3,New
9506-UXUSK,1,Very New
1229-RCALF,2,Long-term
3572-UOLYZ,0,Established
1429-UYJSV,1,Very New
5577-OTWWW,1,Very New
6100-QQHEB,3,New
6366-XIVKZ,1,Very New
3470-OBUET,2,Long-term
2770-NSVDG,3,New
9375-MHRRS,1,Very New
2634-HCZGT,0,Established
7503-QQRVF,3,New
4860-YZGZM,1,Very New
6599-GZWCM,1,Very New
2691-NZETQ,1,Very New
4404-HIBDJ,3,New
5533-NHFRF,1,Very New
7037-MTYVW,0,Established
4760-THGOT,0,Established
7295-JOMMD,1,Very New
4016-BJKTZ,3,New
6584-VQMYT,3,New
9838-BFCQT,2,Long-term
2790-XUYMV,2,Long-term
0581-MDMPW,3,New
5013-SBUIH,0,Established
1023-BQXZE,2,Long-term
9163-GHAYE,1,Very New
3904-UKFRE,1,Very New
5353-WILCI,3,New
0709-TVGUR,1,Very New
0058-EVZWM,0,Established
6023-YEBUP,1,Very New
7209-JCUDS,1,Very New
7009-PCARS,0,Established
0519-DRGTI,3,New
1017-FBQMM,2,Long-term
3001-CBHLQ,3,New
1985-MBRYP,0,Established
6158-DWPZT,1,Very New
9372-TXXPS,2,Long-term
3259-QMXUN,2,Long-term
1015-JPFYW,1,Very New
6645-MXQJT,1,Very New
4360-QRAVE,0,Established
8433-WPJTV,2,Long-term
5804-JMYIO,0,Established
3763-GCZHZ,2,Long-term
6484-LATFU,2,Long-term
7599-NTMDP,2,Long-term
0772-GYEQQ,1,Very New
0536-ACXIP,2,Long-term
0936-NQLJU,0,Established
4831-EOBFE,3,New
1575-KRZZE,1,Very New
3251-YMVWZ,0,Established
4102-OQUPX,1,Very New
9170-GYZJC,0,Established
4884-LEVMQ,0,Established
8857-CUPFQ,2,Long-term
7610-TVOPG,1,Very New
3638-DIMPH,1,Very New
1845-ZLLIG,1,Very New
8559-WNQZS,1,Very New
3999-QGRJH,1,Very New
1699-UOTXU,2,Long-term
2454-RPBRZ,1,Very New
0635-WKOLD,0,Established
5993-JSUWV,2,Long-term
4518-FZBSX,0,Established
5387-ASZNZ,2,Long-term
6988-CJEYV,0,Established
2002-MZHWP,1,Very New
3097-FQTVJ,0,Established
5465-BUBFA,0,Established
7299-GNVPL,3,New
9743-DQKQW,1,Very New
1215-VFYVK,1,Very New
9371-BITHB,0,Established
2265-CYWIV,1,Very New
9093-FPDLG,1,Very New
0541-FITGH,1,Very New
6985-HAYWX,3,New
7508-KBIMB,3,New
6838-HVLXG,1,Very New
2277-DJJDL,2,Long-term
1897-OKVMW,2,Long-term
5485-ITNPC,2,Long-term
0233-FTHAV,2,Long-term
4644-PIZRT,3,New
8922-NPKBJ,0,Established
2740-TVLFN,1,Very New
7771-CFQRQ,0,Established
9512-PHSMG,1,Very New
6963-EZQEE,2,Long-term
