customerID,Cluster,SegmentName
4299-OPXEJ,2,Medium-Low Spenders
4951-UKAAQ,3,Medium-High Spenders
9618-LFJRU,0,Low Spenders
6693-DJWTY,2,Medium-Low Spenders
0744-GKNGE,1,High Spenders
6447-EGDIV,0,Low Spenders
1167-OYZJF,2,Medium-Low Spenders
2108-YKQTY,0,Low Spenders
4806-DXQCE,1,High Spenders
4918-QLLIW,0,Low Spenders
7056-IMHCC,1,High Spenders
4854-SSLTN,0,Low Spenders
5294-DMSFH,3,Medium-High Spenders
4837-PZTIC,2,Medium-Low Spenders
1625-JAIIY,1,High Spenders
0603-OLQDC,3,Medium-High Spenders
3272-VUHPV,0,Low Spenders
4176-FXYBO,1,High Spenders
1063-DHQJF,1,High Spenders
8663-UPDGF,3,Medium-High Spenders
6719-FGEDO,1,High Spenders
1837-YQUCE,1,High Spenders
2947-DOMLJ,0,Low Spenders
4112-LUEIZ,3,Medium-High Spenders
0369-ZGOVK,3,Medium-High Spenders
4510-HIMLV,3,Medium-High Spenders
9919-KNPOO,3,Medium-High Spenders
8749-JMNKX,1,High Spenders
7872-BAAZR,2,Medium-Low Spenders
9391-LMANN,1,High Spenders
2430-USGXP,3,Medium-High Spenders
8174-TBVCF,1,High Spenders
1698-XFZCI,1,High Spenders
1877-HKBQX,0,Low Spenders
4450-DLLMH,3,Medium-High Spenders
0428-AXXLJ,0,Low Spenders
2746-DIJLO,2,Medium-Low Spenders
5955-ERIHD,3,Medium-High Spenders
0917-EZOLA,1,High Spenders
3508-VLHCZ,1,High Spenders
4086-ATNFV,3,Medium-High Spenders
0468-YRPXN,3,Medium-High Spenders
5996-NRVXR,1,High Spenders
3739-YBWAB,2,Medium-Low Spenders
7047-FWEYA,1,High Spenders
2000-MPKCA,1,High Spenders
9762-YAQAA,3,Medium-High Spenders
5949-EBSQK,3,Medium-High Spenders
5473-KHBPS,1,High Spenders
0100-DUVFC,1,High Spenders
5397-TUPSH,1,High Spenders
8950-MTZNV,0,Low Spenders
0326-VDYXE,1,High Spenders
6773-LQTVT,0,Low Spenders
7274-RTAPZ,3,Medium-High Spenders
0436-TWFFZ,1,High Spenders
8566-YPRGL,0,Low Spenders
0311-UNPFF,3,Medium-High Spenders
6609-MXJHJ,0,Low Spenders
2669-OIDSD,1,High Spenders
8400-WZICQ,2,Medium-Low Spenders
3834-XUIFC,3,Medium-High Spenders
9576-SYUHJ,3,Medium-High Spenders
0410-IPFTY,3,Medium-High Spenders
2831-EBWRN,0,Low Spenders
9430-NKQLY,2,Medium-Low Spenders
8414-MYSHR,3,Medium-High Spenders
0247-SLUJI,0,Low Spenders
9402-ORRAH,3,Medium-High Spenders
6483-OATDN,0,Low Spenders
1293-HHSHJ,2,Medium-Low Spenders
4840-ORQXB,1,High Spenders
7599-FKVXZ,1,High Spenders
3982-DQLUS,1,High Spenders
8610-ZIKJJ,0,Low Spenders
3756-VNWDH,1,High Spenders
7801-KICAO,3,Medium-High Spenders
7673-LPRNY,3,Medium-High Spenders
8229-TNIQA,0,Low Spenders
6060-QBMGV,2,Medium-Low Spenders
7339-POGZN,0,Low Spenders
2828-SLQPF,0,Low Spenders
4465-VDKIQ,3,Medium-High Spenders
2921-XWDJH,3,Medium-High Spenders
6221-AVQYL,3,Medium-High Spenders
2558-BUOZZ,1,High Spenders
9257-AZMTZ,2,Medium-Low Spenders
0003-MKNFE,3,Medium-High Spenders
0975-UYDTX,3,Medium-High Spenders
7743-EXURX,0,Low Spenders
4682-BLBUC,2,Medium-Low Spenders
0975-VOOVL,0,Low Spenders
5968-VXZLG,0,Low Spenders
5569-KGJHX,3,Medium-High Spenders
4988-IQIGL,3,Medium-High Spenders
5201-FRKKS,3,Medium-High Spenders
9799-CAYJJ,3,Medium-High Spenders
7730-IUTDZ,1,High Spenders
0426-TIRNE,0,Low Spenders
5443-SCMKX,1,High Spenders
8295-KMENE,1,High Spenders
6738-ISCBM,2,Medium-Low Spenders
9821-BESNZ,1,High Spenders
3678-MNGZX,2,Medium-Low Spenders
1335-NTIUC,0,Low Spenders
2916-BQZLN,3,Medium-High Spenders
4558-CGYCZ,0,Low Spenders
2368-GAKKQ,1,High Spenders
8710-YGLWG,0,Low Spenders
3199-XGZCY,3,Medium-High Spenders
3785-KTYSH,2,Medium-Low Spenders
6814-ZPWFQ,2,Medium-Low Spenders
4063-EIKNQ,0,Low Spenders
6993-YCOBK,1,High Spenders
5206-HPJKM,3,Medium-High Spenders
7587-RZNME,0,Low Spenders
0748-RDGGM,1,High Spenders
8393-JMVMB,0,Low Spenders
5019-GQVCR,1,High Spenders
6036-TTFYU,0,Low Spenders
2550-AEVRU,2,Medium-Low Spenders
0969-RGKCU,2,Medium-Low Spenders
0378-CJKPV,1,High Spenders
4706-AXVKM,3,Medium-High Spenders
5889-JTMUL,1,High Spenders
9026-RNUJS,0,Low Spenders
3746-EUBYR,3,Medium-High Spenders
2332-EFBJY,0,Low Spenders
2880-FPNAE,3,Medium-High Spenders
1703-MGIAB,3,Medium-High Spenders
4311-QTTAI,0,Low Spenders
9474-PHLYD,3,Medium-High Spenders
4318-RAJVY,0,Low Spenders
2165-VOEGB,1,High Spenders
3612-YUNGG,1,High Spenders
2254-DLXRI,3,Medium-High Spenders
5062-CJJKH,3,Medium-High Spenders
9028-LIHRP,1,High Spenders
2219-MVUSO,0,Low Spenders
1053-MXTTK,1,High Spenders
1530-ZTDOZ,2,Medium-Low Spenders
1301-LOPVR,3,Medium-High Spenders
0853-TWRVK,1,High Spenders
8914-RBTSB,3,Medium-High Spenders
6212-ATMLK,1,High Spenders
8200-LGKSR,1,High Spenders
1568-BEKZM,1,High Spenders
0670-ANMUU,1,High Spenders
6897-RWMUB,1,High Spenders
0963-ZBDRN,3,Medium-High Spenders
7594-RQHXR,3,Medium-High Spenders
6999-CHVCF,1,High Spenders
6134-KWTBV,2,Medium-Low Spenders
1077-HUUJM,3,Medium-High Spenders
6331-EWIEB,3,Medium-High Spenders
0895-LNKRC,0,Low Spenders
2045-BMBTJ,3,Medium-High Spenders
8417-GSODA,3,Medium-High Spenders
5171-EPLKN,0,Low Spenders
4452-QIIEB,0,Low Spenders
5998-VVEJY,3,Medium-High Spenders
1624-NALOJ,3,Medium-High Spenders
6741-EGCBI,3,Medium-High Spenders
7820-ZYGNY,1,High Spenders
4317-VTEOA,0,Low Spenders
9677-AVKED,1,High Spenders
1670-SVOWZ,3,Medium-High Spenders
2227-JRSJX,3,Medium-High Spenders
9847-HNVGP,0,Low Spenders
6696-YDAYZ,0,Low Spenders
8980-WQFWL,3,Medium-High Spenders
1730-ZMAME,3,Medium-High Spenders
6506-EYCNH,0,Low Spenders
4634-JLRJT,0,Low Spenders
9501-UKKNL,2,Medium-Low Spenders
2560-QTSBS,2,Medium-Low Spenders
7541-YLXCL,3,Medium-High Spenders
4795-WRNVT,2,Medium-Low Spenders
6080-TCMYC,1,High Spenders
0260-ZDLGK,3,Medium-High Spenders
7860-UXCRM,1,High Spenders
6357-JJPQT,3,Medium-High Spenders
2292-XQWSV,2,Medium-Low Spenders
9552-TGUZV,3,Medium-High Spenders
5913-INRQV,3,Medium-High Spenders
8722-NGNBH,0,Low Spenders
6210-KBBPI,3,Medium-High Spenders
9643-YBLUR,3,Medium-High Spenders
8734-FNWVH,3,Medium-High Spenders
9447-YPTBX,2,Medium-Low Spenders
0133-BMFZO,3,Medium-High Spenders
6128-CZOMY,0,Low Spenders
9540-JYROE,3,Medium-High Spenders
9026-LHEVG,0,Low Spenders
2260-USTRB,3,Medium-High Spenders
3656-TKRVZ,0,Low Spenders
7011-CVEUC,3,Medium-High Spenders
6185-TASNN,0,Low Spenders
7925-PNRGI,1,High Spenders
8623-TMRBY,1,High Spenders
1552-CZCLL,2,Medium-Low Spenders
3038-PQIUY,3,Medium-High Spenders
1501-SGHBW,0,Low Spenders
9313-CDOGY,2,Medium-Low Spenders
8148-BPLZQ,2,Medium-Low Spenders
2623-DRYAM,1,High Spenders
9987-LUTYD,0,Low Spenders
3208-YPIOE,3,Medium-High Spenders
4488-KQFDT,1,High Spenders
2612-RANWT,3,Medium-High Spenders
5693-PIPCS,1,High Spenders
0491-KAPQG,3,Medium-High Spenders
1925-LFCZZ,2,Medium-Low Spenders
8039-EQPIM,1,High Spenders
6900-PXRMS,3,Medium-High Spenders
8707-RMEZH,1,High Spenders
3346-BRMIS,0,Low Spenders
3209-ZPKFI,2,Medium-Low Spenders
6479-VDGRK,1,High Spenders
9373-WSLOY,2,Medium-Low Spenders
2933-FILNV,0,Low Spenders
3569-JFODW,1,High Spenders
9819-FBNSV,3,Medium-High Spenders
9544-PYPSJ,1,High Spenders
1591-XWLGB,2,Medium-Low Spenders
0396-UKGAI,3,Medium-High Spenders
3243-ZHOHY,0,Low Spenders
5186-EJEGL,3,Medium-High Spenders
7527-QNRUS,0,Low Spenders
9986-BONCE,0,Low Spenders
2722-JMONI,0,Low Spenders
2203-GHNWN,3,Medium-High Spenders
3878-AVSOQ,3,Medium-High Spenders
3258-SYSWS,1,High Spenders
5296-PSYVW,2,Medium-Low Spenders
6319-QSUSR,0,Low Spenders
4083-EUGRJ,0,Low Spenders
7579-OOPEC,0,Low Spenders
0512-FLFDW,1,High Spenders
1771-OADNZ,3,Medium-High Spenders
0487-CRLZF,1,High Spenders
2107-FBPTK,3,Medium-High Spenders
9451-WLYRI,2,Medium-Low Spenders
8219-VYBVI,2,Medium-Low Spenders
1991-VOPLL,0,Low Spenders
9738-QLWTP,3,Medium-High Spenders
1016-DJTSV,3,Medium-High Spenders
9419-IPPBE,1,High Spenders
0174-QRVVY,2,Medium-Low Spenders
5699-BNCAS,2,Medium-Low Spenders
2900-PHPLN,2,Medium-Low Spenders
0612-RTZZA,0,Low Spenders
8106-GWQOK,2,Medium-Low Spenders
8751-EDEKA,3,Medium-High Spenders
6878-GGDWG,0,Low Spenders
4039-PIMHX,2,Medium-Low Spenders
8450-LUGUK,2,Medium-Low Spenders
3604-WLABM,0,Low Spenders
0795-GMVQO,1,High Spenders
2259-OUUSZ,0,Low Spenders
1142-IHLOO,1,High Spenders
6410-LEFEN,0,Low Spenders
4633-MKHYU,3,Medium-High Spenders
6257-RJOHI,0,Low Spenders
1545-JFUML,1,High Spenders
3194-ORPIK,1,High Spenders
7826-VVKWT,3,Medium-High Spenders
1353-GHZOS,3,Medium-High Spenders
2587-EKXTS,1,High Spenders
5442-BXVND,0,Low Spenders
8816-VXNZD,3,Medium-High Spenders
9378-FXTIZ,1,High Spenders
1723-HKXJQ,1,High Spenders
7825-GKXMW,0,Low Spenders
9753-OYLBX,0,Low Spenders
2364-UFROM,3,Medium-High Spenders
6656-JWRQX,0,Low Spenders
6473-ULUHT,3,Medium-High Spenders
1240-KNSEZ,0,Low Spenders
0836-SEYLU,0,Low Spenders
4433-JCGCG,1,High Spenders
3716-BDVDB,3,Medium-High Spenders
7688-AWMDX,2,Medium-Low Spenders
2842-BCQGE,1,High Spenders
7244-QWYHG,2,Medium-Low Spenders
5899-MQZZL,3,Medium-High Spenders
6849-OYAMU,3,Medium-High Spenders
5312-UXESG,1,High Spenders
9488-HGMJH,3,Medium-High Spenders
6038-GCYEC,3,Medium-High Spenders
2150-WLKUW,2,Medium-Low Spenders
7159-FVYPK,3,Medium-High Spenders
7032-LMBHI,3,Medium-High Spenders
1150-WFARN,1,High Spenders
6088-BXMRG,3,Medium-High Spenders
3144-AUDBS,0,Low Spenders
4821-SJHJV,3,Medium-High Spenders
7346-MEDWM,1,High Spenders
1137-DGOWI,3,Medium-High Spenders
5616-PRTNT,0,Low Spenders
3812-LRZIR,0,Low Spenders
4818-QIUFN,3,Medium-High Spenders
9483-GCPWE,0,Low Spenders
4227-OJHAL,1,High Spenders
9220-CXRSC,1,High Spenders
4993-JCRGJ,3,Medium-High Spenders
9537-JALFH,2,Medium-Low Spenders
6698-OXETB,0,Low Spenders
2103-ZRXFN,0,Low Spenders
3724-BSCVH,0,Low Spenders
4877-TSOFF,1,High Spenders
9209-NWPGU,2,Medium-Low Spenders
6961-VCPMC,1,High Spenders
7306-YDSOI,1,High Spenders
5288-AHOUP,3,Medium-High Spenders
6688-UZPWD,3,Medium-High Spenders
0655-YDGFJ,0,Low Spenders
8468-EHYJA,1,High Spenders
6823-SIDFQ,0,Low Spenders
1097-FSPVW,2,Medium-Low Spenders
2839-RFSQE,0,Low Spenders
8328-SKJNO,0,Low Spenders
7010-ZMVBF,0,Low Spenders
5201-CBWYG,2,Medium-Low Spenders
0968-GSIKN,3,Medium-High Spenders
1965-DDBWU,3,Medium-High Spenders
9057-SIHCH,3,Medium-High Spenders
6352-GIGGQ,1,High Spenders
3635-QQRQD,2,Medium-Low Spenders
6771-XWBDM,1,High Spenders
2897-DOVND,3,Medium-High Spenders
3082-YVEKW,3,Medium-High Spenders
0191-EQUUH,0,Low Spenders
7134-HBPBS,1,High Spenders
3489-HHPFY,3,Medium-High Spenders
2926-JEJJC,0,Low Spenders
8601-QACRS,0,Low Spenders
4950-BDEUX,2,Medium-Low Spenders
5789-LDFXO,0,Low Spenders
0508-OOLTO,3,Medium-High Spenders
2984-TBYKU,1,High Spenders
9822-WMWVG,1,High Spenders
2391-SOORI,0,Low Spenders
9040-KZVWO,3,Medium-High Spenders
2645-QTLMB,3,Medium-High Spenders
4806-HIPDW,3,Medium-High Spenders
1548-ARAGG,0,Low Spenders
6339-RZCBJ,1,High Spenders
4424-TKOPW,3,Medium-High Spenders
4415-WNGVR,3,Medium-High Spenders
2522-AHJXR,1,High Spenders
0412-UCCNP,2,Medium-Low Spenders
1816-FLZDK,0,Low Spenders
7096-UCLNH,0,Low Spenders
8443-ZRDBZ,3,Medium-High Spenders
9136-ALYBR,0,Low Spenders
4615-PIVVU,2,Medium-Low Spenders
8885-QSQBX,0,Low Spenders
7479-NITWS,3,Medium-High Spenders
8617-ENBDS,3,Medium-High Spenders
9385-NXKDA,1,High Spenders
0430-IHCDJ,0,Low Spenders
2959-MJHIC,3,Medium-High Spenders
6674-KVJHG,0,Low Spenders
1814-DKOLC,0,Low Spenders
4201-JMNGR,0,Low Spenders
9351-HXDMR,1,High Spenders
3537-HPKQT,1,High Spenders
2129-ALKBS,2,Medium-Low Spenders
5821-MMEIL,2,Medium-Low Spenders
5960-WPXQM,3,Medium-High Spenders
0684-AOSIH,3,Medium-High Spenders
8260-NGFNY,0,Low Spenders
1309-XGFSN,1,High Spenders
1866-RZZQS,1,High Spenders
6968-URWQU,2,Medium-Low Spenders
4742-TXUEX,2,Medium-Low Spenders
9631-XEYKE,0,Low Spenders
8631-NBHFZ,1,High Spenders
1335-MXCSE,2,Medium-Low Spenders
8873-TMKGR,0,Low Spenders
8800-JOOCF,3,Medium-High Spenders
1469-LBJQJ,1,High Spenders
4958-XCBDQ,1,High Spenders
8337-UPOAQ,3,Medium-High Spenders
0064-YIJGF,3,Medium-High Spenders
2386-OWURY,1,High Spenders
1725-IQNIY,1,High Spenders
0310-VQXAM,0,Low Spenders
6598-RFFVI,0,Low Spenders
3453-RTHJQ,3,Medium-High Spenders
6712-OAWRH,3,Medium-High Spenders
6278-FEPBZ,0,Low Spenders
4280-DLSHD,0,Low Spenders
1508-DFXCU,3,Medium-High Spenders
8614-VGMMV,0,Low Spenders
7868-BGSZA,1,High Spenders
2800-QQUSO,1,High Spenders
2930-UOTMB,3,Medium-High Spenders
7973-DZRKH,1,High Spenders
5914-DVBWJ,3,Medium-High Spenders
7698-YFGEZ,0,Low Spenders
2533-QVMSK,1,High Spenders
9773-PEQBZ,3,Medium-High Spenders
8644-XLFBW,3,Medium-High Spenders
0650-BWOZN,3,Medium-High Spenders
8625-AZYZY,3,Medium-High Spenders
7785-RDVIG,0,Low Spenders
9602-WCXPI,2,Medium-Low Spenders
2903-YYTBW,0,Low Spenders
3620-MWJNE,0,Low Spenders
8573-JGCZW,0,Low Spenders
6837-HAEVO,1,High Spenders
6701-YVNQG,1,High Spenders
9306-CPCBC,3,Medium-High Spenders
4304-XUMGI,1,High Spenders
9504-YAZWB,2,Medium-Low Spenders
8819-ZBYNA,1,High Spenders
6174-NRBTZ,2,Medium-Low Spenders
9481-IEBZY,1,High Spenders
1833-VGRUM,3,Medium-High Spenders
6137-NICCO,3,Medium-High Spenders
9065-ZCPQX,1,High Spenders
6402-EJMWF,0,Low Spenders
3620-EHIMZ,2,Medium-Low Spenders
6870-ECSHE,0,Low Spenders
8747-UDCOI,2,Medium-Low Spenders
8374-XGEJJ,1,High Spenders
2656-TABEH,3,Medium-High Spenders
6946-LMSQS,3,Medium-High Spenders
4626-OZDTJ,1,High Spenders
9169-BSVIN,3,Medium-High Spenders
2325-ZUSFD,1,High Spenders
8194-PEEBY,0,Low Spenders
6872-HXFNF,2,Medium-Low Spenders
3932-CMDTD,3,Medium-High Spenders
7714-YXSMB,3,Medium-High Spenders
8387-UGUSU,0,Low Spenders
1080-BWSYE,2,Medium-Low Spenders
4039-HEUNW,1,High Spenders
1194-HVAIF,3,Medium-High Spenders
0812-WUPTB,3,Medium-High Spenders
3594-UVONA,3,Medium-High Spenders
0004-TLHLJ,3,Medium-High Spenders
1767-TGTKO,0,Low Spenders
8439-LTUGF,0,Low Spenders
8805-JNRAZ,0,Low Spenders
5089-IFSDP,1,High Spenders
6418-HNFED,1,High Spenders
0206-OYVOC,2,Medium-Low Spenders
7291-CDTMJ,0,Low Spenders
7128-GGCNO,1,High Spenders
0237-YFUTL,1,High Spenders
7691-KGKGP,2,Medium-Low Spenders
6710-HSJRD,1,High Spenders
3675-EQOZA,0,Low Spenders
0840-DCNZE,1,High Spenders
1732-FEKLD,1,High Spenders
9862-KJTYK,0,Low Spenders
0479-HMSWA,3,Medium-High Spenders
5854-KSRBJ,2,Medium-Low Spenders
0365-BZUWY,3,Medium-High Spenders
4817-VYYWS,3,Medium-High Spenders
5701-SVCWR,0,Low Spenders
3129-AAQOU,0,Low Spenders
4922-CVPDX,3,Medium-High Spenders
1396-QWFBJ,3,Medium-High Spenders
1357-BIJKI,1,High Spenders
1099-BTKWT,2,Medium-Low Spenders
5299-SJCZT,3,Medium-High Spenders
2018-PZKMU,3,Medium-High Spenders
7340-KEFQE,2,Medium-Low Spenders
4570-QHXHL,0,Low Spenders
2403-BCASL,1,High Spenders
7392-YYPYJ,3,Medium-High Spenders
2898-LSJGD,3,Medium-High Spenders
2223-GDSHL,1,High Spenders
7359-PTSXY,0,Low Spenders
9470-RTWDV,3,Medium-High Spenders
2176-OSJUV,1,High Spenders
9348-YVOMK,0,Low Spenders
8104-OSKWT,3,Medium-High Spenders
4521-YEEHE,3,Medium-High Spenders
4090-KPJIP,3,Medium-High Spenders
3786-WOVKF,1,High Spenders
4503-BDXBD,3,Medium-High Spenders
6086-ESGRL,3,Medium-High Spenders
2592-HODOV,0,Low Spenders
3886-CERTZ,1,High Spenders
7995-ZHHNZ,2,Medium-Low Spenders
3824-RHKVR,0,Low Spenders
5816-SCGFC,0,Low Spenders
5989-AXPUC,1,High Spenders
4979-HPRFL,2,Medium-Low Spenders
8590-OHDIW,2,Medium-Low Spenders
8015-IHCGW,1,High Spenders
2332-TODQS,2,Medium-Low Spenders
9278-VZKCD,1,High Spenders
8008-OTEZX,2,Medium-Low Spenders
2773-OVBPK,1,High Spenders
5999-LCXAO,0,Low Spenders
5206-XZZQI,1,High Spenders
4803-LBYPN,0,Low Spenders
5759-RCVCB,0,Low Spenders
6372-RFVNS,3,Medium-High Spenders
2139-FQHLM,3,Medium-High Spenders
8261-GWDBQ,1,High Spenders
1093-YSWCA,0,Low Spenders
8938-UMKPI,1,High Spenders
0991-BRRFB,0,Low Spenders
3882-IYOIJ,1,High Spenders
8749-TZYEC,2,Medium-Low Spenders
1755-FZQEC,2,Medium-Low Spenders
3115-JPJDD,1,High Spenders
5600-KTXFM,3,Medium-High Spenders
3871-IKPYH,3,Medium-High Spenders
6319-IEJWJ,3,Medium-High Spenders
9025-AOMKI,3,Medium-High Spenders
6339-TBELP,1,High Spenders
7964-YESJC,3,Medium-High Spenders
6173-GOLSU,1,High Spenders
5275-SQEIZ,3,Medium-High Spenders
7716-YTYHG,1,High Spenders
9938-ZREHM,3,Medium-High Spenders
7950-XWOVN,0,Low Spenders
4390-KYULV,0,Low Spenders
4647-MUZON,3,Medium-High Spenders
9702-AIUJO,2,Medium-Low Spenders
8849-PRIQJ,1,High Spenders
8851-RAGOV,3,Medium-High Spenders
1304-NECVQ,3,Medium-High Spenders
5396-IZEPB,0,Low Spenders
1729-VLAZJ,0,Low Spenders
8285-ABVLB,2,Medium-Low Spenders
0701-TJSEF,3,Medium-High Spenders
5712-VBOXD,0,Low Spenders
6629-LADHQ,0,Low Spenders
8945-GRKHX,3,Medium-High Spenders
1559-DTODC,0,Low Spenders
4797-MIWUM,0,Low Spenders
6959-UWKHF,0,Low Spenders
8720-RQSBJ,0,Low Spenders
4537-CIBHB,0,Low Spenders
3815-SLMEF,0,Low Spenders
5154-VEKBL,3,Medium-High Spenders
4324-AHJKS,0,Low Spenders
4355-CVPVS,1,High Spenders
4495-LHSSK,3,Medium-High Spenders
5655-JSMZM,1,High Spenders
5915-ANOEI,1,High Spenders
9861-PDSZP,1,High Spenders
4505-EXZHB,3,Medium-High Spenders
7225-CBZPL,3,Medium-High Spenders
6704-UTUKK,0,Low Spenders
4587-VVTOX,3,Medium-High Spenders
2019-HDCZY,1,High Spenders
4652-NNHNY,3,Medium-High Spenders
8788-DOXSU,2,Medium-Low Spenders
7404-JLKQG,0,Low Spenders
7421-ZLUPA,0,Low Spenders
8972-HJWNV,3,Medium-High Spenders
3274-NSDWE,2,Medium-Low Spenders
2632-IVXVF,1,High Spenders
3692-JHONH,1,High Spenders
8915-NNTRC,1,High Spenders
5914-GXMDA,0,Low Spenders
7463-IFMQU,2,Medium-Low Spenders
2920-RNCEZ,3,Medium-High Spenders
2541-YGPKE,2,Medium-Low Spenders
8515-OCTJS,0,Low Spenders
5382-TEMLV,2,Medium-Low Spenders
3441-CGZJH,2,Medium-Low Spenders
9592-ERDKV,3,Medium-High Spenders
2860-RANUS,3,Medium-High Spenders
5261-QSHQM,0,Low Spenders
4778-IZARL,1,High Spenders
0432-CAJZV,3,Medium-High Spenders
7008-LZVOZ,2,Medium-Low Spenders
8868-WOZGU,3,Medium-High Spenders
1200-TUZHR,3,Medium-High Spenders
9365-CSLBQ,2,Medium-Low Spenders
1334-FJSVR,0,Low Spenders
5884-FBCTL,2,Medium-Low Spenders
7130-CTCUS,0,Low Spenders
6242-FEGFD,1,High Spenders
7625-XCQRH,3,Medium-High Spenders
6194-HBGQN,1,High Spenders
7634-WSWDB,0,Low Spenders
6986-IXNDM,3,Medium-High Spenders
1731-TVIUK,3,Medium-High Spenders
2987-BJXIK,1,High Spenders
9769-TSBZE,1,High Spenders
0406-BPDVR,1,High Spenders
0618-XWMSS,3,Medium-High Spenders
1395-WSWXR,0,Low Spenders
6023-GSSXW,1,High Spenders
6752-APNJL,2,Medium-Low Spenders
5276-KQWHG,3,Medium-High Spenders
0420-HLGXF,1,High Spenders
7446-KQISO,1,High Spenders
9823-EALYC,1,High Spenders
0582-AVCLN,2,Medium-Low Spenders
5803-NQJZO,1,High Spenders
2565-JSLRY,0,Low Spenders
2607-DHDAK,2,Medium-Low Spenders
1073-XXCZD,2,Medium-Low Spenders
0743-HRVFF,2,Medium-Low Spenders
4006-HKYHO,1,High Spenders
3727-JEZTU,0,Low Spenders
8143-ETQTI,0,Low Spenders
6689-KXGBO,0,Low Spenders
9667-TKTVZ,0,Low Spenders
3657-COGMW,1,High Spenders
8570-KLJYJ,2,Medium-Low Spenders
7754-IXRMC,0,Low Spenders
9473-CBZOP,3,Medium-High Spenders
2969-WGHQO,3,Medium-High Spenders
6615-NGGZJ,3,Medium-High Spenders
4334-HOWRP,1,High Spenders
4255-DDUOU,0,Low Spenders
5863-OOKCL,0,Low Spenders
1686-STUHN,2,Medium-Low Spenders
1329-VHWNP,0,Low Spenders
2984-MIIZL,3,Medium-High Spenders
0266-GMEAO,1,High Spenders
5590-YRFJT,0,Low Spenders
5574-NXZIU,1,High Spenders
0019-GFNTW,2,Medium-Low Spenders
4256-ZWTZI,0,Low Spenders
8309-PPCED,1,High Spenders
4098-NAUKP,1,High Spenders
5196-WPYOW,1,High Spenders
4608-LCIMN,0,Low Spenders
1485-YDHMM,1,High Spenders
4054-CUMIA,0,Low Spenders
0603-TPMIB,2,Medium-Low Spenders
2525-GVKQU,2,Medium-Low Spenders
8161-QYMTT,3,Medium-High Spenders
9581-GVBXT,2,Medium-Low Spenders
5862-BRIXZ,2,Medium-Low Spenders
5404-GGUKR,0,Low Spenders
3308-JSGML,1,High Spenders
2126-GSEGL,1,High Spenders
3677-TNKIO,3,Medium-High Spenders
0440-QEXBZ,2,Medium-Low Spenders
2434-EEVDB,1,High Spenders
6762-QVYJO,2,Medium-Low Spenders
6199-IWKGC,1,High Spenders
2675-DHUTR,1,High Spenders
8152-VETUR,1,High Spenders
9667-EQRXU,0,Low Spenders
7446-YPODE,3,Medium-High Spenders
9522-BNTHX,2,Medium-Low Spenders
4676-WLUHT,2,Medium-Low Spenders
3329-WDIOK,0,Low Spenders
7980-MHFLQ,2,Medium-Low Spenders
2873-ZLIWT,1,High Spenders
3415-TAILE,3,Medium-High Spenders
0757-WCUUZ,2,Medium-Low Spenders
1629-DQQVB,0,Low Spenders
1915-IOFGU,3,Medium-High Spenders
3045-XETSH,3,Medium-High Spenders
0374-AACSZ,0,Low Spenders
7239-HZZCX,0,Low Spenders
4872-VXRIL,1,High Spenders
9140-CZQZZ,1,High Spenders
3423-HHXAO,0,Low Spenders
9938-TKDGL,1,High Spenders
0531-ZZJWQ,1,High Spenders
6537-QLGEX,0,Low Spenders
2688-BHGOG,3,Medium-High Spenders
7683-CBDKJ,3,Medium-High Spenders
0946-CLJTI,1,High Spenders
3160-TYXLT,2,Medium-Low Spenders
1325-USMEC,1,High Spenders
0916-QOFDP,3,Medium-High Spenders
0628-CNQRM,3,Medium-High Spenders
5606-AMZBO,3,Medium-High Spenders
6199-IPCAO,0,Low Spenders
7665-TOALD,3,Medium-High Spenders
0112-QWPNC,1,High Spenders
0324-BRPCJ,1,High Spenders
2777-PHDEI,3,Medium-High Spenders
5640-CAXOA,0,Low Spenders
2235-EZAIK,1,High Spenders
3847-BAERP,0,Low Spenders
1196-AMORA,3,Medium-High Spenders
4282-YMKNA,3,Medium-High Spenders
1453-RZFON,0,Low Spenders
8263-OKETD,3,Medium-High Spenders
0670-KDOMA,0,Low Spenders
2476-YGEFM,3,Medium-High Spenders
8687-BAFGU,3,Medium-High Spenders
0641-EVBOJ,3,Medium-High Spenders
0829-XXPLX,3,Medium-High Spenders
9974-JFBHQ,1,High Spenders
5356-RHIPP,0,Low Spenders
6624-JDRDS,0,Low Spenders
0608-JDVEC,2,Medium-Low Spenders
9780-FKVVF,3,Medium-High Spenders
1919-RTPQD,0,Low Spenders
5214-NLTIT,1,High Spenders
3345-PBBFH,0,Low Spenders
5055-BRMNE,1,High Spenders
9189-JWSHV,3,Medium-High Spenders
2190-PHBHR,1,High Spenders
2650-GYRYL,0,Low Spenders
0746-JTRFU,0,Low Spenders
5208-FVQKB,1,High Spenders
7184-LRUUR,3,Medium-High Spenders
6627-CFOSN,1,High Spenders
3982-JGSFD,2,Medium-Low Spenders
1574-DYCWE,2,Medium-Low Spenders
7247-XOZPB,1,High Spenders
2466-FCCPT,0,Low Spenders
6211-WWLTF,1,High Spenders
4826-TZEVA,3,Medium-High Spenders
6016-NXBNJ,2,Medium-Low Spenders
9138-EFSMO,3,Medium-High Spenders
0576-WNXXC,3,Medium-High Spenders
4632-XJMEX,2,Medium-Low Spenders
8910-LEDAG,3,Medium-High Spenders
